family,date,contract,feature,side,pnl,cum_pnl
cracks,2021-12-08,CL:C1 RB-CL M2022,level_z,-1.0,-1.2999999999999996,52.16000000000002
cracks,2021-12-28,CL:C1 RB-CL J2022,level_z,-1.0,-2.1799999999999984,49.98000000000002
cracks,2021-12-31,CL:C1 RB-CL Z2022,level_z,-1.0,-1.3999999999999992,48.58000000000002
cracks,2022-01-05,CL:C1 HO-CL J2022,level_z,-1.0,-3.150000000000001,45.43000000000002
cracks,2022-01-12,CL:C1 RB-CL H2022,level_z,-1.0,-2.78,42.65000000000002
cracks,2022-01-13,CL:C1 RB-CL U2022,level_z,-1.0,-4.39,38.26000000000002
cracks,2022-01-20,CL:C1 RB-CL M2022,level_z,-1.0,-5.819999999999999,32.44000000000002
cracks,2022-01-20,CL:C1 HO-CL H2022,level_z,-1.0,-1.2500000000000024,31.190000000000015
cracks,2022-02-23,CL:C1 HO-CL K2022,level_z,-1.0,-18.54,12.650000000000016
cracks,2022-03-01,CL:C1 RB-CL K2022,level_z,-1.0,-2.0499999999999994,10.600000000000017
cracks,2022-03-10,CL:C1 RB-CL Z2022,level_z,-1.0,-1.1300000000000014,9.470000000000017
cracks,2022-03-10,CL:C1 RB-CL M2022,level_z,-1.0,-3.109999999999998,6.360000000000019
cracks,2022-03-14,CL:C1 HO-CL M2022,level_z,-1.0,-17.15,-10.78999999999998
cracks,2022-03-14,CL:C1 HO-CL Z2022,level_z,-1.0,-7.5900000000000025,-18.37999999999998
cracks,2022-03-15,CL:C1 RB-CL U2022,level_z,-1.0,-6.409999999999999,-24.78999999999998
cracks,2022-03-21,CL:C1 RB-CL N2022,level_z,-1.0,-7.55,-32.33999999999998
cracks,2022-03-22,CL:C1 RB-CL Q2022,level_z,-1.0,-13.450000000000001,-45.789999999999985
cracks,2022-03-29,CL:C1 HO-CL N2022,level_z,-1.0,-25.300000000000004,-71.08999999999999
cracks,2022-04-12,CL:C1 HO-CL Q2022,level_z,-1.0,-6.8400000000000025,-77.92999999999999
cracks,2022-05-15,CL:C1 HO-CL N2022,level_z,-1.0,-9.319999999999999,-87.24999999999999
cracks,2022-05-18,CL:C1 HO-CL Q2022,level_z,-1.0,-33.59,-120.83999999999999
cracks,2022-05-23,CL:C1 HO-CL U2022,level_z,-1.0,-17.15,-137.98999999999998
cracks,2022-05-24,CL:C1 RB-CL Z2022,level_z,-1.0,0.6600000000000013,-137.32999999999998
cracks,2022-06-13,CL:C1 RB-CL Q2022,level_z,-1.0,3.7400000000000033,-133.58999999999997
cracks,2022-06-13,CL:C1 RB-CL U2022,level_z,-1.0,8.640000000000002,-124.94999999999997
cracks,2022-06-14,CL:C1 RB-CL V2022,level_z,-1.0,8.08,-116.86999999999998
cracks,2022-06-29,CL:C1 HO-CL U2022,level_z,-1.0,5.8999999999999995,-110.96999999999997
